cus_id,comment_time,comment_star,cus_comment,kouwei,huanjing,fuwu,shopID
松松爱吃肉,2012-03-07 18:05,sml-str30,双皮奶不错，好像进来的都会点一个双皮奶，还有很多的甜点，不过个人比较喜欢双皮奶，奶味和蛋的比例刚刚好，下次过来再试试其他的,好,好,一般,518986
jerrrysorren,2012-03-04 22:31,sml-str40,"已经多年无来啦,主要系无咁就脚,唔多钟意行上下九同北京路呢D地方, 特登坐铁过嚟.一个杨枝甘露16,一个牛肉肠10.5,一个牛三星大汤米粉14,一个红豆芝麻加泥丸(不知)一共52.5.原来去边度食嘢,都唔好相信相片,   影出来好大,点知实际上好袖珍,  杨枝甘露16蚊一D都唔值.我宁愿买支鸿福堂15蚊~再过N年先去啦~   不过仲朝早都有人过来搭台~   估唔到!!!
                            

		                            收起评论",好,好,好,518986
哟西张小梦,2012-03-04 17:43,sml-str50,"双皮奶味道超嗲  奶味浓郁  正宗的就是不一样呀  好喜欢。 可惜回去就喝不到咯 。不喜欢吃姜的味道  所以姜撞奶就无福消受了。杨汁甘露还好  芒果菠萝柚子都是爱吃的水果。还点了椰奶红豆西米露  温温的喝起来很舒服。
                            

		                            收起评论",非常好,很好,好,518986
360_雪糕Rachel,2012-03-03 23:04,sml-str40,"出名的老字号，次次去都好多人，下午3点去都要等位，不过唔系等左好耐，特别推荐牛三星汤，真的好爽口，带朋友去都说好吃。双皮奶也不错，看很多人去都会吃，但朋友说有点甜，但我喜欢吃甜的，所以觉得不错，最好不要饱着去试吃双皮奶，不然会觉得腻的
                            

		                            收起评论",很好,一般,一般,518986
VINCC,2012-03-03 21:05,sml-str40,双皮奶主打，多达十几种双皮奶，买到十元起，贵，但出名兼正宗，我对广州甜品第一印象。感情分多，莲子百合绿豆沙都好喝,非常好,好,一般,518986
猪爷仔,2012-02-29 22:46,sml-str40,"人气很旺，很多人都慕名而来，如果晚上六点后就要排很久队伍了。来到这里一定要试云吞面，汤味很浓很鲜甜，云吞爽口弹牙，让人回味无穷，双皮奶也很正，奶味很浓，很滑很嫩口，也是让人喝完一碗还想要一碗，回味无穷啊。
                            

		                            收起评论",好,一般,一般,518986
老爷的小么子,2012-02-28 20:33,sml-str40,除了香港义顺的双皮奶，这是我吃过最好吃的了，不像上海卖的蛋味太浓，奶味淡，这里的双皮奶奶味那个浓啊，糊糊那个嫩啊，热的好吃，姐姐打了个电话，我就底朝天了~~,好,一般,好,518986
charminglu,2012-02-25 23:05,sml-str40,老字号，正好住在上下九附近，慕名去尝尝，人暴多。双皮奶还可以吧，没有想象中那么好吃。上汤云吞到是让我惊到了，云吞好吃，汤也好喝，鲜得眉毛也要掉下来了，是我这次来广州最好吃的一碗云吞。,好,好,好,518986
泠儿响叮当,2012-02-22 20:55,sml-str50,第一次去广州慕名前去。被人多震撼了。等了一会，跟当地人一样拼桌。拿单子开始拿吃的，绝对是自助式的。很喜欢云团面和肠粉。量足而且好吃。结账的时候真是便宜。推荐大家去。味道真的很好。回味。,非常好,非常好,很好,518986
糯米红豆馅饼,2012-02-22 11:36,sml-str30,一心霖住去吃牛3星，牛肚米噶，遇上2楼装修 话星期日先开翻喔，净得甜品同埋牛腩粉，啊啊啊，见到好多人同我一样点3星，无得吃 - -，快D装修好啦,很好,一般,一般,518986
pb920511,2012-02-21 21:29,sml-str10,我唔知係我倒霉定点啦~我到店嘅时间大概係晚上六点左右~明明係晚饭时间~突然好想食牛三星所以就去啦~点知果个柜台嘅阿姐一边拗鼻***一边好寸咁话唔啊~咩咸嘅都无~顶~,差,差,差,518986
木子小南瓜,2012-02-20 23:29,sml-str40,双皮奶很纯，奶味很浓郁，真的很好吃，我喜欢凉凉的口感～姜汁撞奶又是另一种口感，也很不错～这家上午特别清闲的感觉～,很好,很好,好,518986
viviandsc,2012-02-20 22:41,sml-str50,"可算是广州甜品第一店了 时时刻刻都是生意满满 价格其实还蛮实在的 吃过就会知道你在外地吃的5块钱的双皮奶姜撞奶根本跟这家的不是一回事双皮奶9蚊 看着这润滑的奶皮子 心里就痒得难过啊 雪白的奶皮子很厚 下面的奶冻是奶黄色 吃起来 立刻让我想起小时候 拎着小桶 装着玻璃瓶 去居委会拿票打牛奶 那时的牛奶才有这般感觉 又浓 又醇厚 又有难得的奶的香气 哎 时过境迁啦姜汁撞奶 也是9蚊 热的 入喉暖到心啊 每吃完一点 剩下的奶冻就会自动滑过来填补空隙 不会像双皮奶那样能挖洞的哦~店里兼卖粥粉面 云吞面和牛三星都是招牌 只等下次去吃了
                            

		                            收起评论",非常好,好,好,518986
沐夜,2012-02-20 12:53,sml-str40,味道确实很地道，价格比起上海来真是够便宜的双皮奶最有名，虽然我不爱吃，但是爱吃的朋友都说味道很好，又细又滑，奶香十足炖双雪很大一盅，才30多块，超级划算，不知道现在有没有涨价,很好,好,好,518986
112彼岸花开,2012-02-18 21:32,sml-str40,"绝对的老字号了,去上下九行街有时会忍吾住入去帮衬下,细细的店面,但人就超多,哩度的双皮奶真系好好食,入口香滑奶味香浓,甜度调得岩岩好,吾会太甜,但又吾会过淡。吾单止有甜品,仲有其它小食可食的,牛三星,拉肠等都可以的,鲜虾云吞面都不 防一试.
                            

		                            收起评论",好,一般,一般,518986
浅酌细品,2012-02-13 16:00,sml-str40,"慕名而去，店门不大，双开门，长长延伸进去，有2层，还是招架不住人多，坐着和站着的都是等待的，双皮奶的等待时间大约在10分钟，奶味很足很稠，好吃；鲜虾肠份等了35分钟，里面大约有6颗虾仁，一点点韭黄，内容有些少，主要还是吃布拉肠，上桌时看到盘里的酱油觉得会咸，结果发现完全不会。
                            

		                            收起评论",好,一般,一般,518986
jessica神,2012-02-11 21:03,sml-str50,"南信出品的都很好吃，周末人好多啊~服务么，差了点，人多的时候，连茶水杯都来不及上。平时去比较好，人少，慢慢享受甜品，比上海的划算多了。芝麻糊也很喜欢，还有椰子系列也不错哟，推荐哈记得有个叫马蹄沙什么的，不是很对我胃口，太甜了一点，双皮奶好喜欢，牛三星量多哟，赞赞赞！没吃姜撞奶，下次去广州，一定要尝尝
                            

		                            收起评论",非常好,很好,好,518986
blossom_yu,2012-02-11 13:14,sml-str50,很喜欢也很老牌的一家甜品店，很喜欢来这边吃。甜品都很真材实料，吃完一碗总感觉很满足。芒果双皮奶不错，芒果有点酸，不喜欢吃酸的还是别点这个了。各方面都不错就是客人太多啦，有时得拼桌。,非常好,很好,很好,518986
向左飘的雨,2012-02-08 14:40,sml-str40,"南信果然是老字号，晚上8点多了还是座无虚席，找不到位置只好打包了，天太冷没有吃双皮奶点了姜撞奶和凤凰奶糊，打包的人也不少，等了好一会儿才拿到，凤凰奶糊稍甜，但味道非常好，一口气吃光了，姜撞奶初吃有点怪，但吃吃就习惯了，奶很嫩很顺滑，姜味也不是很突兀的，吃了感觉有股热气，还能防感冒
                            

		                            收起评论",很好,好,好,518986
是菲不分,2012-02-06 16:43,sml-str40,"慕名而来，打车半个多小时，跑到荔湾区上下九这条街真有意思，到处都是美食南信据说是必须要去的，果然到处都是人从甜品到点心，一应俱全，可惜服务员太吓人，一副爱理不理的样子，点了双皮奶果然好吃，奶味很浓，浓稠滑爽，好吃好吃
                            

		                            收起评论",很好,好,一般,518986
deamday,2012-02-01 04:14,sml-str50,"我来这里只吃老三样：双皮奶 杨枝甘露 牛羊杂汤；因为实在太美味了！有冷的、热的、甜的、鲜的、咸的口感，这三者搭配起来完全可以将优点发挥到极致。这里不愧是广州吃西关甜品最好的一家，最正宗了。任何广州人都不能错过，任何到广州游玩的旅客都不要错过…不过去别的地方吃了不正宗的埋怨咱广州特色美食不好吃！！！唯一不好：人太多了= =需要拼桌，无论何时都得拼…生意太好了
                            

		                            收起评论",非常好,一般,好,518986
luckyucn,2012-01-30 15:25,sml-str40,"广州噶老字号，由细吃到大。品质超群，名不虚传。最中意吃姜撞奶同牛三星汤，双皮奶都唔错。牛三星汤8元一碗，好大一碗入边都是牛三星， 配埋酸辣萝卜粒，好正好开胃又唔腥。双皮奶牛奶用水牛奶做噶，好新鲜.好香浓，好滑。姜撞奶好浓噶姜汁味，甜度岩岩好。
                            

		                            收起评论",好,好,好,518986
amandina5400,2012-01-30 14:00,sml-str40,吃完饭过来的，就点了个口碑的冻双皮奶，名不虚传，终于不是一直以为的牛奶蒸蛋，如何不是前面吃撑了果断再入一份！,很好,一般,一般,518986
doria张,2012-01-28 17:13,sml-str40,"朋友吃饭说想吃牛三星，于是带我来，以前知道南信是吃甜品的，不知道原来牛三星都十分抢手。说开市没多久牛三星就卖完了。的确，10蚊一晚牛三星十分爽口弹牙，好味道，不过做晚餐似乎不太饱，不过也足够小吃的女生了。
                            

		                            收起评论",好,一般,一般,518986
__anan__,2012-01-28 17:11,sml-str30,"我现在来写广州的DP，因为我怕我不写会遗忘。。我要慢慢地回忆，快快地写！！关于南信，早有耳闻，它有名的双皮奶来到广州第一餐直奔了上下九，本想去广州酒家解决晚饭但是，广州酒家已座无虚席，只好转战南信，依旧人多，只好和人拼桌【双皮奶】要了原味的，说实在的，有些失望，觉得并没有很特别【鲜虾云吞】味道也一般，不如池记【叉烧菌菇肠粉】肠粉算是爽滑，可是酱油味道寡淡了些【炸酱捞面】炸酱不是很好吃啊。。。第一餐，于是稍微有点失望。。。
                            

		                            收起评论",一般,一般,一般,518986
Winnie_the_红,"2012-01-28
  更新于2013-02-27 18:37",sml-str50,"第二次来了，依旧没有让我失望，点了冷的双皮奶和热的姜撞奶（姜撞奶只有热的）。双皮奶的口感非常顺滑，特别是之后去了别的地方吃了双皮奶，一比较马上见高低，这家店的双皮奶真的很好吃！姜撞奶也依旧是我的心头好！下次有机会还是会再去。第一次的点评：双皮奶和姜撞奶果然是这儿的招牌。双皮奶比较厚，冷的热的都不错，滑滑的，不会很腻。姜撞奶就相对薄一点，姜味正好，我很喜欢。芝麻糊也不错，口感细腻。椰汁双皮奶也很赞。凤凰奶糊太太太太太甜了。。吃的人很多要排队，但还是值得一试的~
                            

		                            收起评论",很好,一般,一般,518986
coffee3024,2012-01-27 18:16,sml-str50,"广州呆了两天就去吃了两次〉〈 上次去没能吃到正宗的双皮奶……那时候还觉得不过尔尔嘛结果这次来对了地方，虽然人超级多无比多，必须拼桌不然没地方。点来招牌冻双皮奶 吃一口，瞬间中华小当家了…… 感觉味觉被唤醒了T T 双皮奶整个呈固态很浓稠~绝对是便宜又好吃的东西~当地人都是小情侣或者以一家三口什么的一起去 一人一碗双皮奶，吃完走人~可见他家的双皮奶真的是很有口碑哦~除此还点了别的一些甜品，最后一天晚上肠胃不舒服，点了煲仔粥，好大一锅= = 一个人妥妥的吃不下，但是埋在锅底的材料好丰富 ，各种猪肚条、虾仁等等~下次去广州还要去南信吃双皮奶~P.S.南信的双皮奶比澳门的义顺牛奶公司好吃多多多多了！
                            

		                            收起评论",非常好,很好,很好,518986
Vindieee,2012-01-18 23:00,sml-str40,是家重口的够给力的店〉双皮奶好惊艳~是固体的超级稠。。吃下最后有点腻椰汁马蹄爽也好喝  不过是不是因为要得热的也微腻一个芒果的甜品也微腻好吧可能是因为外面的糯米皮有点厚有点油绿豆沙丸子还不错,很好,一般,一般,518986
gvxafa,2012-01-17 23:08,sml-str50,買好蓮香樓的手信屁顛屁顛的往陳添記走~~突然南信出現在眼前•••於是就点了双皮奶和姜撞奶，好吃噢！！,非常好,好,好,518986
Mosquito413,2012-01-17 01:18,sml-str40,双皮奶 味道很浓 很香~建议吃冷的~凤凰糊非常甜腻，建议不是那么喜欢甜腻食物的人就不要选择了，会让你一直腻很久的,非常好,好,一般,518986
酱爆佬,2012-01-15 10:24,sml-str40,"南信的牛三星也是我的最爱，每次去上下九，必来一碗南信的牛三星，有时两碗，弄的我都忘了南信的其他产品。特点：料多、汤浓、口重，是南信牛三星的标签。南信的牛三星很是实惠，切得又大又厚，每碗都是满满的，却不贵，性价比特别高。有别风味馆的牛三星的现烹清汤型，南信的牛三星是浓汤型的，又加上很串的胡椒粉，很重口味。如果说风味馆的汤水是入心入肺的话，南信的汤就是香溢满口了。南信的牛三星还分几种，酸辣啊什么的，经营不错。南信老字号，不断的发展，每次去的人都很多，但不烦。
                            

		                            收起评论",很好,好,一般,518986
HJ324,2012-01-13 16:50,sml-str10,别带朋友去！！在服务总体差的广东，这都算服务巨差了！！有人抽烟不管，汤水蹭到你不道歉，对客人很不耐烦，大呼小叫，一个甜品等40分钟，第5次发火喊人去看，结果漏单了！没做！,一般,一般,差,518986
candeehehe,2012-01-11 11:21,sml-str40,"老字号的东西味道的确不一样，但每次去就是人太多了，喝个双皮奶都要等很久，但喝到了还是比较值得的。（强调建议改良下环境啊！@南信牛奶甜品店）记得有一次很晚了，还特意跑过来这里买双皮奶和杨枝甘露。这里的姜撞奶是我认为众多甜品店里，姜的刺激味道最不明显的一个，不错不错，赞一个（哈哈，因为我讨厌吃姜）。牛三星我没吃过，朋友说味道挺好，以后有机会也试一下。
                            

		                            收起评论",很好,一般,一般,518986
ms_lose,2012-01-08 23:27,sml-str30,"朋友中意食南信~所以又一次比佢拉左去食双皮奶~非常多人~比仁信噶贵5毫,等噶时间都吾系一般噶耐~相对系仁信,南信噶双皮奶比较实,多油,应该系用料足?吾清楚~但口味吾岩我,重奶味,中意食仁信都系因为佢吾重奶味,加上红豆吾烂~好硬~觉得吾好~但冇甘甜~味道好!红豆比仁信噶大粒,各有各口味!
                            

		                            收起评论",好,好,好,518986
兔子棉花糖,2012-01-08 20:28,sml-str50,忍受着大塞车，千辛万苦找到了她家~红豆双皮奶超美味~鲜虾云吞面真心不好吃@，好咸，虾不够新鲜，里面还包了肥肉呃~红豆双皮奶超级超级美味，以后去只点红豆双皮奶了@~~~~~~~~~~~~~,很好,一般,好,518986
ImKevinDeng,2012-01-07 02:34,sml-str40,行步行街必到的地方。红豆双皮奶绝对係一绝。不过太多人，坐得太密，比较拥挤。上菜速度一般，因为客人太多的缘故。牛三星都唔错。,很好,一般,一般,518986
某某九,2012-01-06 19:08,sml-str40,双皮奶是用红豆加的甜味 奶还不错但是没顺德的好云吞面一般般...其他没什么感觉...还有杨枝甘露 ...普通甜品吧,很好,好,好,518986
cherryos,2012-01-06 11:18,sml-str40,"双皮奶和姜撞奶的味道都太浓郁了，吃了有点晕啊，哈哈~~但是好好吃~~姜撞奶的姜味还挺浓的，不喜欢吃姜的就不要尝试了，不过这个吃了应该对身体满有好处的，特别是女生……双皮奶的质量和香港的顺义牛奶公司有一拼，好像比顺义的要甜一点点
                            

		                            收起评论",很好,好,好,518986
cherub000000,2012-01-05 19:47,sml-str40,出品一流，甜品款式很新。每次去人都很多，搭台是常态，令好感打折。不过，依然不失为逛街后休息的好地方，依然会经常去捧场。,很好,一般,一般,518986
Febby24,2012-01-05 00:00,sml-str50,"每次来基本上都是爆满 双皮奶确实很好吃 很浓 不过顺德的仁信、民信的椰子双皮奶更有特色 南信的价格也是水涨船高 不过来了上下九不来南信可真算没来过啊 之前的牛三星才7块钱，国庆的时候涨到了10块吧 怀念当时又便宜又足料啊 肠粉也是做得很不错 料足 偏甜 外地人可能觉得有点奇怪
                            

		                            收起评论",很好,好,一般,518986
海蜃Jenny,2012-01-04 23:38,sml-str50,"下午2、3点钟到的，人多得啊，楼上楼下坐得满满的，连个空座都没有，因为我们就只打算吃双皮奶，干脆打包带走，夸张的是居然连打包都要排着队等。打包的双皮奶在一个小塑料碗里装着，看着和以前吃过的双皮奶没什么区别，可舀一勺吃进嘴里，那味道却真的不一样，奶味很重，满嘴留香，真的很好吃。
                            

		                            收起评论",非常好,好,一般,518986
咪落落,2012-01-04 19:21,sml-str50,每次逛上下九必去的地方，去上下九可以不买鞋，不买衣服，但不能不去吃南信  南信在广州只有一间，而且也是老字号，虽然价格比其他店贵了一点，但味道绝对正宗,非常好,好,好,518986
yvette_11,2012-01-02 17:34,sml-str50,这么正点的双皮奶第一吃啊，舌头都要滑下去了，人爆满，拼桌来的，就和服务态度成反比，爱理不理，没办法~还有云吞里面的虾仁好大，分量很足啊，两个女生吃都撑接着去逛街,非常好,一般,差,518986
初琉,2011-12-26 22:38,sml-str50,早上10点左右去吃的，点了红豆双皮奶，真的是太好吃了牛肉肠粉和鲜虾肠粉都很不错，老公至今念念不忘。粥也很不错~~最后两个人都吃撑了，散步到沙面正好消化。。。,非常好,很好,好,518986
aries0408,2011-12-25 22:20,sml-str40,"生意实在太好了，还是和别人拼桌的。因为只是来吃甜品，所以就点了双皮奶和姜撞奶，很不错哦！同桌碰到一个很Q的广州小朋友，眼睛眨巴眨巴好可爱哦！旁边的阿姨说小朋友就是最喜欢吃这个，呵呵。其实主要是吃不下了，只是因为南信出名才来的，同桌还有个男士点了好多，云吞，肠粉，双皮奶，看着很诱人。本想着还有机会再来吃一次的，后来好吃的实在太多，时间实在太短了，就放弃了，呵呵。
                            

		                            收起评论",很好,好,好,518986
天才猪哥,2011-12-22 12:38,sml-str40,"这一家超爆的，人挤人，经常要和别人麻台。这里的 牛三星汤也是超赞的，不只是姜撞奶 双皮奶, 南信听说是顺德的老字号来的",一般,一般,一般,518986
紫公主007,2011-12-21 18:06,sml-str30,大老远打车来，车费可以来4碗红豆双皮奶了...太甜腻了...奶味儿没有别人说的那么浓...总体一般咯~,一般,一般,一般,518986
焕然一辛,2011-12-19 22:01,sml-str50,"甜品专家就是不一样！！！在上下九属于很著名的小吃，双皮奶的味道很纯很正！！热的更加好吃~~~特别推荐一下红豆香芋泥，甜而不腻，香芋味很浓，味道很不错~~桂花绿豆糕不是很好吃，分量倒还很足！！！姜汁撞奶，姜味很浓，不爱吃生姜的妹妹最好不要轻易尝试，只可惜没有榴莲双皮奶
                            

		                            收起评论",非常好,好,好,518986
木叶星海,2011-12-17 16:22,sml-str40,很多甜品还有粥，粥粉，吃的东西很多啊，双皮奶很滑，奶香味挺浓的，有时候还会吃红豆双皮奶，都觉得很好次，店里也人很多的，因为这么一家店。,好,一般,一般,518986
lllllllllllllllllllllz,2011-12-16 23:24,sml-str50,"生意非常的火爆点餐后要等一段时间双皮奶非常好吃奶味非常的浓厚，香醇本来不喜欢吃甜品的但是却把这碗双皮奶吃的干干净净姜撞奶的味道就比较不习惯了隔天就回厦门了本来想再去吃一次可惜太早门还没开~
                            

		                            收起评论",非常好,一般,一般,518986
coolalabb,2011-12-15 14:10,sml-str40,记得以前细个阿妈会成日带我去。宜家大佐，有次突然想食双皮奶，夜晚自己行过去食，好大碗，一个人食会觉得好漏。味道很好。,好,好,好,518986
阿饕小嘴,2011-12-15 08:48,sml-str40,双皮奶味道果然不错'没吃过牛三星'初次尝试的'肝还是不能接受'汤不错'''还点了个肠粉'这个接受度高点,好,一般,好,518986
BECKYJUNE,2011-12-10 11:24,sml-str40,"哩度噶双皮奶比较出名，所以就去试下。岩开始食觉得5错，味道好浓，但系如果食晒成碗双皮奶噶话就会觉得有d腻，食到最后都5系好想食，不过总体味道不错。牛三星就差不多牛杂甘噶样，无乜特别。环境方面觉得一般般，好多人，成日都无位，而且仲好吵，食耐d，d人都会望住你，等紧你个位，有时会好无奈。
                            

		                            收起评论",好,一般,好,518986
萧简,2011-12-08 16:09,sml-str50,"想到双皮奶就会想到他们家 有名的老字号了每次去广州都会去 虽然好几层楼 可是永远有人站着等位 可见人气之旺店家也提供外带的 不过等的时候也没位子坐 好在速度较快 “立等可取”双皮奶各种口味都好吃 当然最爱的是红豆鲜虾云吞面还有杨枝甘露也是好吃的不过想了以下好像他家没吃有不好吃的大力推荐~哈哈~
                            

		                            收起评论",很好,一般,好,518986
培根茉莉花茶叶,2011-12-08 12:13,sml-str50,"人很多周末下午什么时候来到都是很辛苦找位子，小小的一张桌子可能跟好几批人搭台，那么多人服务什么的就别要求了，南信的双皮奶很滑很好吃，最爱牛三星，真是太好吃了，分量足味道好每次来都要点，但是我也想问问怎么不开分店呢，毕竟上下九没有很多可以逛的地方，每次都是特地过去吃东西的。
                            

		                            收起评论",好,一般,一般,518986
臭臭NJ,2011-12-07 11:23,sml-str40,"来来来 重头戏马上就上演了据说广州食双皮奶最早是顺德开始的发扬的最好就是南信跟仁信两家了晚上自然就把边上第十甫路的南信搞定了一开始就点了个双皮奶 蝙蝠说试试它家牛三星吧双皮奶上来好大一碗啊 看着就比果燃掂神马的过瘾勺子挖一口来尝尝 用了水牛奶的确口感就不一样了但是觉得可能延续传统工艺 没有除掉沙沙的口感吃一些很容易就会腻到 至少我留了一半没吃评分 A-其实我不吃内脏的 倒不是有什么问题就是接受不了那个味道 豁出去了就试试下面这个了牛三星貌似是牛心 牛肝 牛腰版本还不同来着的放胡椒粉是必须的 不然哪受得了内脏的腥气啊新鲜度还好 腰子跟心还吃了些肝是一直不能碰的 尝了几片果断放弃评分 A-
                            

		                            收起评论",很好,一般,一般,518986
lucyanlu,2011-12-07 10:35,sml-str50,"唔使讲啦，绝对系超级出名~一有朋友来广州，第一时间绝对会带人家到这里吃~盛名在外啊~推荐双皮奶同牛三星，好似双皮奶获过奖，超级滑嫩~牛三星会配酸萝卜之类的一起吃，都好好味~因为自己5吃姜，如果5系试下姜撞奶都好好，貌似都系几出名，拿过奖~~不过如果节假日来，会超级多人，等位都等到晕。。。。。
                            

		                            收起评论",非常好,好,一般,518986
隔着个银河,2011-12-07 10:09,sml-str40,其实这里的甜品都好好吃。只是不知为什么只有一间店，如果能多开分店就好了。毕竟在上下九那边真的没什么值得逛的店铺。去的话就只是为了吃甜品。,很好,很好,好,518986
cassiejun,2011-12-06 22:13,sml-str50,超级中意南信的双皮奶和姜撞奶，每次来必点这里的甜品，而且有红豆双皮奶，价钱比单纯的双皮奶贵1元，就有满满的红豆铺在上面，和着吃特别有感觉，口感很赞。,很好,一般,好,518986
吃货buy,2011-12-04 16:10,sml-str40,"由细食到大啦...好好味..尤其双皮奶同三星汤..林起就想去食..价格又五算贵..不过环境就真系吵得制..重点系服务员噶态度差到无朋友...其实果度系上下九噶中心路段..无车直到..先至系我小去噶原因呢
                            

		                            收起评论",很好,一般,一般,518986
hyolinlee,2011-12-04 13:27,sml-str50,逛街到这里，下午六点，好多人，都要拼台。就点了一个红豆双皮奶，热的，很好吃。看到别的台点的干炒牛河，不油腻的样子，下次去吃。,非常好,一般,好,518986
AbbyChui,2011-12-03 15:38,sml-str40,"虽然有一点点贵，但係比较值了~~小小一碗姜撞奶，9+元，小小甜甜，小小姜噶辣的，挺好吃的，吃了一半就觉得饱了。红豆双皮奶，红豆很甜，双皮奶淡淡甜，也是不错的。我去到这里多数例牌一碗姜撞奶或招牌双皮奶的~不过就系很多人，很难等位。
                            

		                            收起评论",很好,一般,好,518986
猪猪文,2011-11-29 21:51,sml-str40,好多广州传统小吃的一家店，每次去上下九行街，差唔多都会去帮亲。最中意呢到噶双皮奶、牛三星，双皮奶好香好滑，不过就稍微甜左少少。牛三星每次都煮到刚刚好，唔会过火，配噶咸酸都好好味。,好,一般,一般,518986
Miia米娅,2011-11-24 13:55,sml-str50,国庆的时候，跟朋友逛完上下九经过这家，一直想去试试我们点了香芒雪糕船和鲜奶黄桃西米露。朋友那个雪糕很浓的，不过我的鲜奶黄桃西米露更是好吃得不得了啊下次还要去吃别的，哈哈,非常好,一般,一般,518986
银记虾肠,2011-11-23 19:10,sml-str50,细细个食到大啦！味道唔使讲！今次去可惜牛三星卖晒！只能食虾肠和云吞面了！好好食！分量够而且质量好！拉肠拉到银记布拉肠咁滑！云吞我个人比较严格，中规中矩！,非常好,好,好,518986
麻辣飞雪2008,2011-11-19 23:12,sml-str50,"晚上8点去还是人山人海，好不容易在二楼找到座位。4人吃了70元，最好吃的本人认为是招牌煲仔粥，13元一大碗，里面有鱼丸、鱼片、猪肝、猪皮、鱿鱼丝、蛋皮、卤肠、青菜叶等配料，内容很丰富，口感层次好；就连猪肝也是味道鲜嫩、入味，算是我吃过的最好吃的粤味粥了！13元，超值！双皮奶也是不错，香滑芝麻糊也是很好吃的哦！
                            

		                            收起评论",非常好,好,好,518986
July_暖暖,2011-11-18 21:49,sml-str40,一个人先到的上下九 兜了一圈最想吃的就是这家店的双皮奶点了份冰的 味道太浓郁了 而且非常厚实啊 看到一对老奶奶也在吃 哈哈 感情真好啊吃完就去邮寄明信片了！^O^,很好,很好,一般,518986
darkbluenile,2011-11-15 22:25,sml-str40,出差来这里，尝了椰汁双皮奶和鲜虾云吞。以前只吃过双皮奶，椰汁的真的很好吃，回家也要尝试自己diy一下。鲜虾云吞也不错，和我在香港吃的差不多，下次有机会还会再来,很好,好,一般,518986
冒失鬼eleven,2011-11-15 14:05,sml-str40,"逛街逛到肚子饿了，以前也没试过南信，虽然经过过N次了，之前一直以为那么出名的一个地方，东西一定是很贵的了，但是我发现我错了，原来这里的消费还算是很亲民的，比起不远处的一家茶餐厅（名字忘记了）来说，那就便宜了不知多少了。我点的是牛三星米粉，朋友点的是牛腩米粉。刚刚开始我们不知道要将白色的单给服务员，搞到我们点餐付钱之后还傻傻的坐那里，然后说怎么那么久，后来才有一个服务员发现我们的单还在，才帮我们拿去厨房了，真是晕倒！东西还是很好吃的，我比较喜欢我的牛三星，唯一不喜欢的就是，原来我们还以为他家的米粉是平常吃的细米粉呢，谁知道是那种比桂林米粉细点，透明的粉，不喜欢~
                            

		                            收起评论",好,好,一般,518986
雅匀匀不是吃货,2011-11-14 10:04,sml-str50,"来这里的时候是上午11点多，人不是很多，上到二楼还有座位。之前也来过，这是来第二次了。我喜欢奶味所以叫的双皮奶，老公喜欢吃姜又怕腻就吃的姜汁撞奶。叫这两个东西都是热的，感觉热的味道比较正噢。然后我们一人要了一个主食，我的韭王鲜虾肠感觉不错，酱油就一般般，偏咸了少少。老公的鲜虾云吞面的鲜虾感觉一般般，云吞没有以前那么好了，不过也都不错！还是很值得来的·~
                            

		                            收起评论",非常好,好,一般,518986
iamtse,"2011-11-13
  更新于2017-04-06 11:08",sml-str10,"招牌双皮奶竟然有椰子味，不知道是不是用了椰子味的牛奶来整，吃牛三星时，发现有一块咬开是红色的，我肯定是煮不熟的，然后继续吃到有几块也感觉好象是未熟的，希望南信的人不要太心急，顾客肯定愿意等多十分钟，也不愿意吃半生熟的食物，希望改善下。
                            

		                            收起评论",好,一般,一般,518986
碎恋,2011-11-13 18:56,sml-str50,那里的甜品很出名。特意慕名去试了试。点了一个姜撞奶和煎马蹄糕。姜撞奶真的很不错，奶味当中带了点点辣味，不过味道很甜。煎马蹄糕也很好吃，不过有点油。,很好,好,一般,518986
renahu0321,2011-11-12 15:09,sml-str50,"最喜欢这家的椰汁双皮奶  自从第一次来吃就爱上了  椰汁味很浓 出品比好多家棒  牛杂都还不错哦  味道也很浓  还吃过芒果班戟 9元 分量真的好足   吃完双皮奶在吃这个  真的就饱了  所以  这家不愧是老字号呢   有时候节假日去还要排队
                            

		                            收起评论",非常好,一般,一般,518986
mmonie,2011-11-12 13:09,sml-str50,"食在广州，西关美食，南信双皮奶······该怎么形容好呢？双皮奶比仁信的好，这里的绿豆桂花糕是我老公的挚爱，绿豆糕带点桂花味，卖相很不错！还有肠粉也很划算，10元左右，一大碟，男生也能吃饱！我最喜欢是香芋红豆西米，香芋很香，就是有一点腻！
                            

		                            收起评论",很好,一般,一般,518986
aska爱美食,2011-11-11 22:27,sml-str40,确实和从前吃到的双皮奶有所不同，对我来说不来广州真是吃不到正宗的双皮奶咯~姜撞奶较双皮奶来说会更细腻，就看你能不能接受姜味了，接受的话当然更推荐姜撞奶~,很好,一般,好,518986
Kirsten张,2011-11-11 09:20,sml-str30,红豆双皮奶是特色，吃了几次觉得还是他家的最好吃。听说姜撞奶也不错，决定下次试试看。不过其他的食品就一般般了，没啥可说的。,一般,一般,好,518986
_Annett,2011-11-09 17:02,sml-str40,生意是相当好，不用等位，自己去人家边上站着，看人家吃完了去坐……好囧要了份双皮奶，觉得还不错~…………………………………,好,一般,一般,518986
